id,published,title,authors,paperId
http://arxiv.org/abs/2103.06168v2,2021-03-10T16:31:54Z,"Weak labels and anatomical knowledge: making deep learning practical for
  intracranial aneurysm detection in TOF-MRA","['Tommaso Di Noto', 'Guillaume Marie', 'Sebastien Tourbier', 'Yasser Alemán-Gómez', 'Oscar Esteban', 'Guillaume Saliou', 'Meritxell Bach Cuadra', 'Patric Hagmann', 'Jonas Richiardi']",arXiv:2103.06168
http://arxiv.org/abs/2103.04523v2,2021-03-08T03:04:14Z,"Unveiling the Potential of Structure Preserving for Weakly Supervised
  Object Localization","['Xingjia Pan', 'Yingguo Gao', 'Zhiwen Lin', 'Fan Tang', 'Weiming Dong', 'Haolei Yuan', 'Feiyue Huang', 'Changsheng Xu']",arXiv:2103.04523
http://arxiv.org/abs/2103.04009v1,2021-03-06T02:18:03Z,"Learning from Counting: Leveraging Temporal Classification for Weakly
  Supervised Object Localization and Detection","['Chia-Yu Hsu', 'Wenwen Li']",arXiv:2103.04009
http://arxiv.org/abs/2103.01795v1,2021-03-02T15:05:09Z,"Context Decoupling Augmentation for Weakly Supervised Semantic
  Segmentation","['Yukun Su', 'Ruizhou Sun', 'Guosheng Lin', 'Qingyao Wu']",arXiv:2103.01795
http://arxiv.org/abs/2103.00780v1,2021-03-01T06:05:49Z,"Towards Unbiased COVID-19 Lesion Localisation and Segmentation via
  Weakly Supervised Learning","['Yang Yang', 'Jiancong Chen', 'Ruixuan Wang', 'Ting Ma', 'Lingwei Wang', 'Jie Chen', 'Wei-Shi Zheng', 'Tong Zhang']",arXiv:2103.00780
http://arxiv.org/abs/2102.11743v1,2021-02-23T15:14:46Z,"Weakly-supervised multi-class object localization using only object
  counts as labels","['Kyle Mills', 'Isaac Tamblyn']",arXiv:2102.11743
http://arxiv.org/abs/2102.01931v1,2021-02-03T08:13:47Z,A Global-local Attention Framework for Weakly Labelled Audio Tagging,"['Helin Wang', 'Yuexian Zou', 'Wenwu Wang']",arXiv:2102.01931
http://arxiv.org/abs/2101.11802v1,2021-01-28T03:36:09Z,Weakly Supervised Neuro-Symbolic Module Networks for Numerical Reasoning,"['Amrita Saha', 'Shafiq Joty', 'Steven C. H. Hoi']",arXiv:2101.11802
http://arxiv.org/abs/2101.10030v2,2021-01-25T12:04:00Z,"Weakly-supervised Video Anomaly Detection with Robust Temporal Feature
  Magnitude Learning","['Yu Tian', 'Guansong Pang', 'Yuanhong Chen', 'Rajvinder Singh', 'Johan W. Verjans', 'Gustavo Carneiro']",arXiv:2101.10030
http://arxiv.org/abs/2101.09915v1,2021-01-25T06:52:57Z,Weakly Supervised Thoracic Disease Localization via Disease Masks,"['Hyun-Woo Kim', 'Hong-Gyu Jung', 'Seong-Whan Lee']",arXiv:2101.09915
http://arxiv.org/abs/2101.09057v1,2021-01-22T11:31:33Z,"DSAL: Deeply Supervised Active Learning from Strong and Weak Labelers
  for Biomedical Image Segmentation","['Ziyuan Zhao', 'Zeng Zeng', 'Kaixin Xu', 'Cen Chen', 'Cuntai Guan']",arXiv:2101.09057
http://arxiv.org/abs/2101.08757v3,2021-01-21T18:14:43Z,"Expectation-Maximization Regularized Deep Learning for Weakly Supervised
  Tumor Segmentation for Glioblastoma","['Chao Li', 'Wenjian Huang', 'Xi Chen', 'Yiran Wei', 'Stephen J. Price', 'Carola-Bibiane Schönlieb']",arXiv:2101.08757
http://arxiv.org/abs/2101.07929v1,2021-01-20T02:20:48Z,"Online Active Proposal Set Generation for Weakly Supervised Object
  Detection","['Ruibing Jin', 'Guosheng Lin', 'Changyun Wen']",arXiv:2101.07929
http://arxiv.org/abs/2101.07687v2,2021-01-19T15:28:54Z,Towards duration robust weakly supervised sound event detection,"['Heinrich Dinkel', 'Mengyue Wu', 'Kai Yu']",arXiv:2101.07687
http://arxiv.org/abs/2101.00932v1,2021-01-04T12:51:45Z,Weakly-Supervised Saliency Detection via Salient Object Subitizing,"['Xiaoyang Zheng', 'Xin Tan', 'Jie Zhou', 'Lizhuang Ma', 'Rynson W. H. Lau']",arXiv:2101.00932
http://arxiv.org/abs/2101.00667v1,2021-01-03T17:06:43Z,Weakly Supervised Multi-Object Tracking and Segmentation,"['Idoia Ruiz', 'Lorenzo Porzi', 'Samuel Rota Bulò', 'Peter Kontschieder', 'Joan Serrat']",arXiv:2101.00667
http://arxiv.org/abs/2101.00545v3,2021-01-03T03:08:18Z,"A Hybrid Attention Mechanism for Weakly-Supervised Temporal Action
  Localization","['Ashraful Islam', 'Chengjiang Long', 'Richard Radke']",arXiv:2101.00545
http://arxiv.org/abs/2012.14345v1,2020-12-28T16:36:11Z,"Data-efficient Weakly-supervised Learning for On-line Object Detection
  under Domain Shift in Robotics","['Elisa Maiettini', 'Raffaello Camoriano', 'Giulia Pasquale', 'Vadim Tikhanoff', 'Lorenzo Rosasco', 'Lorenzo Natale']",arXiv:2012.14345
http://arxiv.org/abs/2012.09542v1,2020-12-17T12:29:16Z,"Weakly-Supervised Action Localization and Action Recognition using
  Global-Local Attention of 3D CNN","['Novanto Yudistira', 'Muthu Subash Kavitha', 'Takio Kurita']",arXiv:2012.09542
http://arxiv.org/abs/2012.08236v1,2020-12-15T12:11:48Z,"Point-Level Temporal Action Localization: Bridging Fully-supervised
  Proposals to Weakly-supervised Losses","['Chen Ju', 'Peisen Zhao', 'Ya Zhang', 'Yanfeng Wang', 'Qi Tian']",arXiv:2012.08236
http://arxiv.org/abs/2012.06440v1,2020-12-11T16:01:56Z,"D2-Net: Weakly-Supervised Action Localization via Discriminative
  Embeddings and Denoised Activations","['Sanath Narayan', 'Hisham Cholakkal', 'Munawar Hayat', 'Fahad Shahbaz Khan', 'Ming-Hsuan Yang', 'Ling Shao']",arXiv:2012.06440
http://arxiv.org/abs/2012.05641v1,2020-12-10T12:59:33Z,"Weakly Supervised Arrhythmia Detection Based on Deep Convolutional
  Neural Network","['Yang Liu', 'Kuanquan Wang', 'Qince Li', 'Runnan He', 'Yongfeng Yuan', 'Henggui Zhang']",arXiv:2012.05641
http://arxiv.org/abs/2012.05007v1,2020-12-09T12:40:13Z,Group-Wise Semantic Mining for Weakly Supervised Semantic Segmentation,"['Xueyi Li', 'Tianfei Zhou', 'Jianwu Li', 'Yi Zhou', 'Zhaoxiang Zhang']",arXiv:2012.05007
http://arxiv.org/abs/2012.04404v2,2020-12-08T12:49:40Z,"Structure-Consistent Weakly Supervised Salient Object Detection with
  Local Saliency Coherence","['Siyue Yu', 'Bingfeng Zhang', 'Jimin Xiao', 'Eng Gee Lim']",arXiv:2012.04404
http://arxiv.org/abs/2012.04233v2,2020-12-08T05:53:33Z,"Early Detection of Fake News by Utilizing the Credibility of News,
  Publishers, and Users Based on Weakly Supervised Learning","['Chunyuan Yuan', 'Qianwen Ma', 'Wei Zhou', 'Jizhong Han', 'Songlin Hu']",arXiv:2012.04233
http://arxiv.org/abs/2012.04170v1,2020-12-08T02:26:03Z,"Weakly-Supervised Cross-Domain Adaptation for Endoscopic Lesions
  Segmentation","['Jiahua Dong', 'Yang Cong', 'Gan Sun', 'Yunsheng Yang', 'Xiaowei Xu', 'Zhengming Ding']",arXiv:2012.04170
http://arxiv.org/abs/2012.02366v4,2020-12-04T02:16:47Z,"DenserNet: Weakly Supervised Visual Localization Using Multi-scale
  Feature Aggregation","['Dongfang Liu', 'Yiming Cui', 'Liqi Yan', 'Christos Mousas', 'Baijian Yang', 'Yingjie Chen']",arXiv:2012.02366
http://arxiv.org/abs/2012.00424v1,2020-12-01T11:45:39Z,"Weakly-Supervised Arbitrary-Shaped Text Detection with
  Expectation-Maximization Algorithm","['Mengbiao Zhao', 'Wei Feng', 'Fei Yin', 'Xu-Yao Zhang', 'Cheng-Lin Liu']",arXiv:2012.00424
http://arxiv.org/abs/2012.00242v1,2020-12-01T03:34:15Z,3D Guided Weakly Supervised Semantic Segmentation,"['Weixuan Sun', 'Jing Zhang', 'Nick Barnes']",arXiv:2012.00242
http://arxiv.org/abs/2011.12077v2,2020-11-24T13:27:40Z,"CLAWS: Clustering Assisted Weakly Supervised Learning with Normalcy
  Suppression for Anomalous Event Detection","['Muhammad Zaigham Zaheer', 'Arif Mahmood', 'Marcella Astrid', 'Seung-Ik Lee']",arXiv:2011.12077
http://arxiv.org/abs/2011.10258v1,2020-11-20T08:08:13Z,Cascade Attentive Dropout for Weakly Supervised Object Detection,"['Wenlong Gao', 'Ying Chen', 'Yong Peng']",arXiv:2011.10258
http://arxiv.org/abs/2011.10190v1,2020-11-20T03:16:53Z,"Action Duration Prediction for Segment-Level Alignment of Weakly-Labeled
  Videos","['Reza Ghoddoosian', 'Saif Sayed', 'Vassilis Athitsos']",arXiv:2011.10190
http://arxiv.org/abs/2011.08014v1,2020-11-16T14:58:51Z,"Hierarchical Complementary Learning for Weakly Supervised Object
  Localization","['Sabrina Narimene Benassou', 'Wuzhen Shi', 'Feng Jiang', 'Abdallah Benzine']",arXiv:2011.08014
http://arxiv.org/abs/2011.07221v1,2020-11-14T04:45:07Z,"Deep Interpretable Classification and Weakly-Supervised Segmentation of
  Histology Images via Max-Min Uncertainty","['Soufiane Belharbi', 'Jérôme Rony', 'Jose Dolz', 'Ismail Ben Ayed', 'Luke McCaffrey', 'Eric Granger']",arXiv:2011.07221
http://arxiv.org/abs/2011.06296v1,2020-11-12T10:15:56Z,"Real-World Anomaly Detection by using Digital Twin Systems and
  Weakly-Supervised Learning","['Andrea Castellani', 'Sebastian Schmitt', 'Stefano Squartini']",arXiv:2011.06296
http://arxiv.org/abs/2011.04626v1,2020-11-09T18:35:35Z,"Find it if You Can: End-to-End Adversarial Erasing for Weakly-Supervised
  Semantic Segmentation","['Erik Stammes', 'Tom F. H. Runia', 'Michael Hofmann', 'Mohsen Ghafoorian']",arXiv:2011.04626
http://arxiv.org/abs/2011.03577v1,2020-11-06T20:20:45Z,"A Weakly Supervised Convolutional Network for Change Segmentation and
  Classification","['Philipp Andermatt', 'Radu Timofte']",arXiv:2011.03577
http://arxiv.org/abs/2011.03290v1,2020-11-06T11:32:04Z,"Event-VPR: End-to-End Weakly Supervised Network Architecture for
  Event-based Visual Place Recognition","['Delei Kong', 'Zheng Fang', 'Haojia Li', 'Kuanxu Hou', 'Sonya Coleman', 'Dermot Kerr']",arXiv:2011.03290
http://arxiv.org/abs/2011.03149v1,2020-11-06T00:33:20Z,Affinity LCFCN: Learning to Segment Fish with Weak Supervision,"['Issam Laradji', 'Alzayat Saleh', 'Pau Rodriguez', 'Derek Nowrouzezahrai', 'Mostafa Rahimi Azghadi', 'David Vazquez']",arXiv:2011.03149
http://arxiv.org/abs/2011.02208v1,2020-11-04T10:14:33Z,"Crack Detection as a Weakly-Supervised Problem: Towards Achieving Less
  Annotation-Intensive Crack Detectors","['Yuki Inoue', 'Hiroto Nagayoshi']",arXiv:2011.02208
http://arxiv.org/abs/2011.00794v1,2020-11-02T07:47:10Z,"CaCL: Class-aware Codebook Learning for Weakly Supervised Segmentation
  on Diffuse Image Patterns","['Ruining Deng', 'Quan Liu', 'Shunxing Bao', 'Aadarsh Jha', 'Catie Chang', 'Bryan A. Millis', 'Matthew J. Tyska', 'Yuankai Huo']",arXiv:2011.00794
http://arxiv.org/abs/2011.00695v1,2020-11-02T03:05:33Z,"Learning generic feature representation with synthetic data for
  weakly-supervised sound event detection by inter-frame distance loss","['Yuxin Huang', 'Liwei Lin', 'Xiangdong Wang', 'Hong Liu', 'Yueliang Qian', 'Min Liu', 'Kazushige Ouchi']",arXiv:2011.00695
http://arxiv.org/abs/2011.00149v1,2020-10-31T00:16:53Z,"Weakly Supervised 3D Classification of Chest CT using Aggregated
  Multi-Resolution Deep Segmentation Features","['Anindo Saha', 'Fakrul I. Tushar', 'Khrystyna Faryna', ""Vincent M. D'Anniballe"", 'Rui Hou', 'Maciej A. Mazurowski', 'Geoffrey D. Rubin', 'Joseph Y. Lo']",arXiv:2011.00149
http://arxiv.org/abs/2010.13433v3,2020-10-26T09:08:21Z,"A Weakly-Supervised Semantic Segmentation Approach based on the Centroid
  Loss: Application to Quality Control and Inspection","['Kai Yao', 'Alberto Ortiz', 'Francisco Bonnin-Pascual']",arXiv:2010.13433
http://arxiv.org/abs/2010.13175v2,2020-10-25T18:01:26Z,Weakly-Supervised Amodal Instance Segmentation with Compositional Priors,"['Yihong Sun', 'Adam Kortylewski', 'Alan Yuille']",arXiv:2010.13175
http://arxiv.org/abs/2010.12023v1,2020-10-22T20:13:32Z,"Comprehensive Attention Self-Distillation for Weakly-Supervised Object
  Detection","['Zeyi Huang', 'Yang Zou', 'Vijayakumar Bhagavatula', 'Dong Huang']",arXiv:2010.12023
http://arxiv.org/abs/2010.11594v1,2020-10-22T10:53:32Z,"Two-Stream Consensus Network for Weakly-Supervised Temporal Action
  Localization","['Yuanhao Zhai', 'Le Wang', 'Wei Tang', 'Qilin Zhang', 'Junsong Yuan', 'Gang Hua']",arXiv:2010.11594
http://arxiv.org/abs/2010.11475v1,2020-10-22T06:42:00Z,"High resolution weakly supervised localization architectures for medical
  images","['Konpat Preechakul', 'Sira Sriswasdi', 'Boonserm Kijsirikul', 'Ekapol Chuangsuwanich']",arXiv:2010.11475
http://arxiv.org/abs/2010.09985v2,2020-10-20T03:14:14Z,"Power pooling: An adaptive pooling function for weakly labelled sound
  event detection","['Yuzhuo Liu', 'Hangting Chen', 'YunWang', 'Pengyuan Zhang']",arXiv:2010.09985
http://arxiv.org/abs/2010.09525v1,2020-10-19T13:56:22Z,"Weakly-supervised Learning For Catheter Segmentation in 3D Frustum
  Ultrasound","['Hongxu Yang', 'Caifeng Shan', 'Alexander F. Kolen', 'Peter H. N. de With']",arXiv:2010.09525
http://arxiv.org/abs/2010.09456v1,2020-10-19T13:06:23Z,GASNet: Weakly-supervised Framework for COVID-19 Lesion Segmentation,"['Zhanwei Xu', 'Yukun Cao', 'Cheng Jin', 'Guozhu Shao', 'Xiaoqing Liu', 'Jie Zhou', 'Heshui Shi', 'Jianjiang Feng']",arXiv:2010.09456
http://arxiv.org/abs/2010.03815v1,2020-10-08T07:41:40Z,"A Comparative Study on Effects of Original and Pseudo Labels for Weakly
  Supervised Learning for Car Localization Problem",['Cenk Bircanoglu'],arXiv:2010.03815
http://arxiv.org/abs/2010.02546v1,2020-10-06T08:28:34Z,"Training Deep Neural Networks for Wireless Sensor Networks Using Loosely
  and Weakly Labeled Images","['Qianwei Zhou', 'Yuhang Chen', 'Baoqing Li', 'Xiaoxin Li', 'Chen Zhou', 'Jingchang Huang', 'Haigen Hu']",arXiv:2010.02546
http://arxiv.org/abs/2010.01683v1,2020-10-04T21:06:45Z,"Weakly-supervised Fine-grained Event Recognition on Social Media Texts
  for Disaster Management","['Wenlin Yao', 'Cheng Zhang', 'Shiva Saravanan', 'Ruihong Huang', 'Ali Mostafavi']",arXiv:2010.01683
http://arxiv.org/abs/2010.00127v1,2020-09-30T22:19:40Z,"Self-Guided Multiple Instance Learning for Weakly Supervised Disease
  Classification and Localization in Chest Radiographs","['Constantin Seibold', 'Jens Kleesiek', 'Heinz-Peter Schlemmer', 'Rainer Stiefelhagen']",arXiv:2010.00127
http://arxiv.org/abs/2009.13898v1,2020-09-29T09:47:23Z,Weakly-supervised Salient Instance Detection,"['Xin Tian', 'Ke Xu', 'Xin Yang', 'Baocai Yin', 'Rynson W. H. Lau']",arXiv:2009.13898
http://arxiv.org/abs/2009.12547v2,2020-09-26T09:26:29Z,Causal Intervention for Weakly-Supervised Semantic Segmentation,"['Dong Zhang', 'Hanwang Zhang', 'Jinhui Tang', 'Xiansheng Hua', 'Qianru Sun']",arXiv:2009.12547
http://arxiv.org/abs/2009.12063v1,2020-09-25T07:24:46Z,"In-sample Contrastive Learning and Consistent Attention for Weakly
  Supervised Object Localization","['Minsong Ki', 'Youngjung Uh', 'Wonyoung Lee', 'Hyeran Byun']",arXiv:2009.12063
http://arxiv.org/abs/2009.11988v1,2020-09-25T00:28:10Z,Going to Extremes: Weakly Supervised Medical Image Segmentation,"['Holger R Roth', 'Dong Yang', 'Ziyue Xu', 'Xiaosong Wang', 'Daguang Xu']",arXiv:2009.11988
http://arxiv.org/abs/2008.10268v1,2020-08-24T09:00:30Z,Explainable Disease Classification via weakly-supervised segmentation,"['Aniket Joshi', 'Gaurav Mishra', 'Jayanthi Sivaswamy']",arXiv:2008.10268
http://arxiv.org/abs/2008.10238v1,2020-08-24T07:54:59Z,"VLANet: Video-Language Alignment Network for Weakly-Supervised Video
  Moment Retrieval","['Minuk Ma', 'Sunjae Yoon', 'Junyeong Kim', 'Youngjoon Lee', 'Sunghun Kang', 'Chang D. Yoo']",arXiv:2008.10238
http://arxiv.org/abs/2008.08944v3,2020-08-20T12:58:03Z,Localizing Anomalies from Weakly-Labeled Videos,"['Hui Lv', 'Chuanwei Zhou', 'Chunyan Xu', 'Zhen Cui', 'Jian Yang']",arXiv:2008.08944
http://arxiv.org/abs/2008.08416v1,2020-08-19T13:09:00Z,"Gradually Applying Weakly Supervised and Active Learning for Mass
  Detection in Breast Ultrasound Images","['JooYeol Yun', 'JungWoo Oh', 'IlDong Yun']",arXiv:2008.08416
http://arxiv.org/abs/2008.08257v1,2020-08-19T04:42:46Z,"Regularized Two-Branch Proposal Networks for Weakly-Supervised Moment
  Retrieval in Videos","['Zhu Zhang', 'Zhijie Lin', 'Zhou Zhao', 'Jieming Zhu', 'Xiuqiang He']",arXiv:2008.08257
http://arxiv.org/abs/2008.07728v2,2020-08-18T03:54:56Z,"Equivalent Classification Mapping for Weakly Supervised Temporal Action
  Localization","['Tao Zhao', 'Junwei Han', 'Le Yang', 'Dingwen Zhang']",arXiv:2008.07728
http://arxiv.org/abs/2008.07085v2,2020-08-17T04:46:25Z,"Multi-Task Learning for Interpretable Weakly Labelled Sound Event
  Detection","['Soham Deshmukh', 'Bhiksha Raj', 'Rita Singh']",arXiv:2008.07085
http://arxiv.org/abs/2008.05770v1,2020-08-13T09:26:01Z,"Weakly Supervised Generative Network for Multiple 3D Human Pose
  Hypotheses","['Chen Li', 'Gim Hee Lee']",arXiv:2008.05770
http://arxiv.org/abs/2008.05096v1,2020-08-12T04:14:11Z,Inter-Image Communication for Weakly Supervised Localization,"['Xiaolin Zhang', 'Yunchao Wei', 'Yi Yang']",arXiv:2008.05096
