id,published,title,authors,paperId
http://arxiv.org/abs/2104.08604v1,2021-04-17T18:07:23Z,Lifelong Learning with Sketched Structural Regularization,"['Haoran Li', 'Aditya Krishnan', 'Jingfeng Wu', 'Soheil Kolouri', 'Praveen K. Pilly', 'Vladimir Braverman']",arXiv:2104.08604
http://arxiv.org/abs/2104.08292v1,2021-04-16T18:00:06Z,"Capturing the physics of MaNGA galaxies with self-supervised Machine
  Learning","['Regina Sarmiento', 'Marc Huertas-Company', 'Johan H. Knapen', 'Sebastián F. Sánchez', 'Helena Domínguez Sánchez', 'Niv Drory', 'Jesús Falcón-Barroso']",arXiv:2104.08292
http://arxiv.org/abs/2104.06358v1,2021-04-13T17:05:27Z,"Data-Driven Reinforcement Learning for Virtual Character Animation
  Control","['Vihanga Gamage', 'Cathy Ennis', 'Robert Ross']",arXiv:2104.06358
http://arxiv.org/abs/2104.05703v1,2021-04-12T17:58:46Z,Adversarial Open Domain Adaption for Sketch-to-Photo Synthesis,"['Xiaoyu Xiang', 'Ding Liu', 'Xiao Yang', 'Yiheng Zhu', 'Xiaohui Shen', 'Jan P. Allebach']",arXiv:2104.05703
http://arxiv.org/abs/2104.04087v1,2021-04-08T21:21:28Z,A Sketch-Based Neural Model for Generating Commit Messages from Diffs,"['Nicolae-Teodor Pavel', 'Traian Rebedea']",arXiv:2104.04087
http://arxiv.org/abs/2104.02495v1,2021-04-06T13:26:49Z,Deep Animation Video Interpolation in the Wild,"['Li Siyao', 'Shiyu Zhao', 'Weijiang Yu', 'Wenxiu Sun', 'Dimitris N. Metaxas', 'Chen Change Loy', 'Ziwei Liu']",arXiv:2104.02495
http://arxiv.org/abs/2104.00929v1,2021-04-02T08:14:22Z,Sketch and Customize: A Counterfactual Story Generator,"['Changying Hao', 'Liang Pang', 'Yanyan Lan', 'Yan Wang', 'Jiafeng Guo', 'Xueqi Cheng']",arXiv:2104.00929
http://arxiv.org/abs/2103.16019v1,2021-03-30T01:30:08Z,Identity-Aware CycleGAN for Face Photo-Sketch Synthesis and Recognition,"['Yuke Fang', 'Jiani Hu', 'Weihong Deng']",arXiv:2103.16019
http://arxiv.org/abs/2103.15706v2,2021-03-29T15:44:19Z,StyleMeUp: Towards Style-Agnostic Sketch-Based Image Retrieval,"['Aneeshan Sain', 'Ayan Kumar Bhunia', 'Yongxin Yang', 'Tao Xiang', 'Yi-Zhe Song']",arXiv:2103.15706
http://arxiv.org/abs/2103.15536v1,2021-03-29T12:09:42Z,Cloud2Curve: Generation and Vectorization of Parametric Sketches,"['Ayan Das', 'Yongxin Yang', 'Timothy Hospedales', 'Tao Xiang', 'Yi-Zhe Song']",arXiv:2103.15536
http://arxiv.org/abs/2103.15087v1,2021-03-28T09:18:20Z,Learning a Sketch Tensor Space for Image Inpainting of Man-made Scenes,"['Chenjie Cao', 'Yanwei Fu']",arXiv:2103.15087
http://arxiv.org/abs/2103.14984v1,2021-03-27T20:18:14Z,Realistic face animation generation from videos,"['Zihao Jian', 'Minshan Xie']",arXiv:2103.14984
http://arxiv.org/abs/2103.14675v2,2021-03-26T18:23:29Z,Synthesis of Compositional Animations from Textual Descriptions,"['Anindita Ghosh', 'Noshaba Cheema', 'Cennet Oguz', 'Christian Theobalt', 'Philipp Slusallek']",arXiv:2103.14675
http://arxiv.org/abs/2103.13990v1,2021-03-25T17:27:08Z,"More Photos are All You Need: Semi-Supervised Learning for Fine-Grained
  Sketch Based Image Retrieval","['Ayan Kumar Bhunia', 'Pinaki Nath Chowdhury', 'Aneeshan Sain', 'Yongxin Yang', 'Tao Xiang', 'Yi-Zhe Song']",arXiv:2103.13990
http://arxiv.org/abs/2103.13716v1,2021-03-25T09:47:18Z,"Vectorization and Rasterization: Self-Supervised Learning for Sketch and
  Handwriting","['Ayan Kumar Bhunia', 'Pinaki Nath Chowdhury', 'Yongxin Yang', 'Timothy M. Hospedales', 'Tao Xiang', 'Yi-Zhe Song']",arXiv:2103.13716
http://arxiv.org/abs/2103.05704v1,2021-03-09T20:32:20Z,"Automatic code generation from sketches of mobile applications in
  end-user development using Deep Learning","['Daniel Baulé', 'Christiane Gresse von Wangenheim', 'Aldo von Wangenheim', 'Jean C. R. Hauck', 'Edson C. Vargas Júnior']",arXiv:2103.05704
http://arxiv.org/abs/2103.03814v1,2021-03-05T17:27:20Z,"Rubbing and Drawing: Generic Ways to Improve the Thermoelectric Power
  Factor of Organic Semiconductors?","['Dorothea Scheunemann', 'Vishnu Vijayakumar', 'Huiyan Zeng', 'Pablo Durand', 'Nicolas Leclerc', 'Martin Brinkmann', 'Martijn Kemerink']",arXiv:2103.03814
http://arxiv.org/abs/2102.12593v2,2021-02-24T22:47:38Z,"AniGAN: Style-Guided Generative Adversarial Networks for Unsupervised
  Anime Face Generation","['Bing Li', 'Yuanlue Zhu', 'Yitong Wang', 'Chia-Wen Lin', 'Bernard Ghanem', 'Linlin Shen']",arXiv:2102.12593
http://arxiv.org/abs/2102.12567v1,2021-02-24T21:34:40Z,"Sketching Curvature for Efficient Out-of-Distribution Detection for Deep
  Neural Networks","['Apoorva Sharma', 'Navid Azizan', 'Marco Pavone']",arXiv:2102.12567
http://arxiv.org/abs/2102.12317v1,2021-02-24T14:50:59Z,Learning-Augmented Sketches for Hessians,"['Yi Li', 'Honghao Lin', 'David P. Woodruff']",arXiv:2102.12317
http://arxiv.org/abs/2102.11361v1,2021-02-22T21:05:57Z,"The FaCells. An Exploratory Study about LSTM Layers on Face Sketches
  Classifiers",['Xavier Ignacio González'],arXiv:2102.11361
http://arxiv.org/abs/2102.09737v1,2021-02-19T04:29:17Z,One Shot Audio to Animated Video Generation,"['Neeraj Kumar', 'Srishti Goel', 'Ankur Narang', 'Brejesh Lall', 'Mujtaba Hasan', 'Pranshu Agarwal', 'Dipankar Sarkar']",arXiv:2102.09737
http://arxiv.org/abs/2102.08732v2,2021-02-17T12:51:06Z,A Sketching Framework for Reduced Data Transfer in Photon Counting Lidar,"['Michael P. Sheehan', 'Julián Tachella', 'Mike E. Davies']",arXiv:2102.08732
http://arxiv.org/abs/2102.06192v2,2021-02-11T18:54:56Z,Adversarial Segmentation Loss for Sketch Colorization,"['Samet Hicsonmez', 'Nermin Samet', 'Emre Akbas', 'Pinar Duygulu']",arXiv:2102.06192
http://arxiv.org/abs/2102.04462v1,2021-02-08T16:02:30Z,Learning-augmented count-min sketches via Bayesian nonparametrics,"['Emanuele Dolera', 'Stefano Favaro', 'Stefano Peluchetti']",arXiv:2102.04462
http://arxiv.org/abs/2102.04016v1,2021-02-08T06:10:37Z,An Efficient Framework for Zero-Shot Sketch-Based Image Retrieval,"['Osman Tursun', 'Simon Denman', 'Sridha Sridharan', 'Ethan Goan', 'Clinton Fookes']",arXiv:2102.04016
http://arxiv.org/abs/2102.01143v1,2021-02-01T20:22:05Z,toon2real: Translating Cartoon Images to Realistic Images,"['K. M. Arefeen Sultan', 'Mohammad Imrul Jubair', 'MD. Nahidul Islam', 'Sayed Hossain Khan']",arXiv:2102.01143
http://arxiv.org/abs/2101.11111v1,2021-01-26T22:15:15Z,"Automatic Comic Generation with Stylistic Multi-page Layouts and
  Emotion-driven Text Balloon Generation","['Xin Yang', 'Zongliang Ma', 'Letian Yu', 'Ying Cao', 'Baocai Yin', 'Xiaopeng Wei', 'Qiang Zhang', 'Rynson W. H. Lau']",arXiv:2101.11111
http://arxiv.org/abs/2101.10639v1,2021-01-26T09:09:51Z,"Hierarchical Clustering via Sketches and Hierarchical Correlation
  Clustering","['Danny Vainstein', 'Vaggos Chatziafratis', 'Gui Citovsky', 'Anand Rajagopalan', 'Mohammad Mahdian', 'Yossi Azar']",arXiv:2101.10639
http://arxiv.org/abs/2101.08674v1,2021-01-21T15:40:45Z,"DAF:re: A Challenging, Crowd-Sourced, Large-Scale, Long-Tailed Dataset
  For Anime Character Recognition","['Edwin Arkel Rios', 'Wen-Huang Cheng', 'Bo-Cheng Lai']",arXiv:2101.08674
http://arxiv.org/abs/2101.08621v1,2021-01-21T14:10:54Z,"Mindless Attractor: A False-Positive Resistant Intervention for Drawing
  Attention Using Auditory Perturbation","['Riku Arakawa', 'Hiromu Yakura']",arXiv:2101.08621
http://arxiv.org/abs/2101.06803v1,2021-01-17T23:23:09Z,Narration Generation for Cartoon Videos,"['Nikos Papasarantopoulos', 'Shay B. Cohen']",arXiv:2101.06803
http://arxiv.org/abs/2101.06616v1,2021-01-17T08:09:28Z,"A relic sketch extraction framework based on detail-aware hierarchical
  deep network","['Jinye Peng', 'Jiaxin Wang', 'Jun Wang', 'Erlei Zhang', 'Qunxi Zhang', 'Yongqin Zhang', 'Xianlin Peng', 'Kai Yu']",arXiv:2101.06616
http://arxiv.org/abs/2101.12338v1,2021-01-14T23:40:23Z,"Enabling Robots to Draw and Tell: Towards Visually Grounded Multimodal
  Description Generation","['Ting Han', 'Sina Zarrieß']",arXiv:2101.12338
http://arxiv.org/abs/2012.14271v3,2020-12-28T15:20:52Z,Towards Fully Automated Manga Translation,"['Ryota Hinami', 'Shonosuke Ishiwatari', 'Kazuhiko Yasuda', 'Yusuke Matsui']",arXiv:2012.14271
http://arxiv.org/abs/2012.11585v3,2020-12-21T18:59:08Z,End-to-End Deep Structured Models for Drawing Crosswalks,"['Justin Liang', 'Raquel Urtasun']",arXiv:2012.11585
http://arxiv.org/abs/2012.09290v2,2020-12-16T22:14:06Z,Self-Supervised Sketch-to-Image Synthesis,"['Bingchen Liu', 'Yizhe Zhu', 'Kunpeng Song', 'Ahmed Elgammal']",arXiv:2012.09290
http://arxiv.org/abs/2012.09004v1,2020-12-16T15:02:53Z,"Sketch Generation with Drawing Process Guided by Vector Flow and
  Grayscale","['Zhengyan Tong', 'Xuanhong Chen', 'Bingbing Ni', 'Xiaohang Wang']",arXiv:2012.09004
http://arxiv.org/abs/2012.09609v1,2020-12-12T09:44:03Z,Draw your Neural Networks,"['Jatin Sharma', 'Shobha Lata']",arXiv:2012.09609
http://arxiv.org/abs/2012.01860v1,2020-12-03T12:04:31Z,"Essay Review of Tanya and Jeffrey Bub's Totally Random: Why Nobody
  Understands Quantum Mechanics: A Serious Comic on Entanglement","['Michael E. Cuffaro', 'Emerson P. Doyle']",arXiv:2012.01860
http://arxiv.org/abs/2012.00346v1,2020-12-01T09:06:34Z,Ultra-low bitrate video conferencing using deep image animation,"['Goluck Konuko', 'Giuseppe Valenzise', 'Stéphane Lathuilière']",arXiv:2012.00346
http://arxiv.org/abs/2011.14785v2,2020-11-30T13:42:39Z,S2FGAN: Semantically Aware Interactive Sketch-to-Face Translation,"['Yan Yang', 'Md Zakir Hossain', 'Tom Gedeon', 'Shafin Rahman']",arXiv:2011.14785
http://arxiv.org/abs/2011.12046v2,2020-11-24T11:44:02Z,Effective and Sparse Count-Sketch via k-means clustering,"['Yuhan Wang', 'Zijian Lei', 'Liang Lan']",arXiv:2011.12046
http://arxiv.org/abs/2011.10284v1,2020-11-20T08:55:00Z,"ScalarFlow: A Large-Scale Volumetric Data Set of Real-world Scalar
  Transport Flows for Computer Animation and Machine Learning","['Marie-Lena Eckert', 'Kiwon Um', 'Nils Thuerey']",arXiv:2011.10284
http://arxiv.org/abs/2011.10039v2,2020-11-19T18:57:00Z,Creative Sketch Generation,"['Songwei Ge', 'Vedanuj Goswami', 'C. Lawrence Zitnick', 'Devi Parikh']",arXiv:2011.10039
http://arxiv.org/abs/2011.06133v3,2020-11-12T00:34:08Z,Deep Sketch-Based Modeling: Tips and Tricks,"['Yue Zhong', 'Yulia Gryaditskaya', 'Honggang Zhang', 'Yi-Zhe Song']",arXiv:2011.06133
http://arxiv.org/abs/2011.06012v2,2020-11-11T19:01:58Z,"SDSS-IV MaNGA: Refining Strong Line Diagnostic Classifications Using
  Spatially Resolved Gas Dynamics","['David R. Law', 'Xihan Ji', 'Francesco Belfiore', 'Matthew A. Bershady', 'Michele Cappellari', 'Kyle B. Westfall', 'Renbin Yan', 'Dmitry Bizyaev', 'Joel R. Brownstein', 'Niv Drory', 'Brett H. Andrews']",arXiv:2011.06012
http://arxiv.org/abs/2012.02224v1,2020-11-11T00:31:45Z,"Personality-Driven Gaze Animation with Conditional Generative
  Adversarial Networks",['Funda Durupinar'],arXiv:2012.02224
http://arxiv.org/abs/2011.04987v2,2020-11-10T09:15:29Z,CircuitBot: Learning to Survive with Robotic Circuit Drawing,"['Xianglong Tan', 'Weijie Lyu', 'Andre Rosendo']",arXiv:2011.04987
http://arxiv.org/abs/2011.04965v1,2020-11-10T08:14:36Z,"Unsupervised Contrastive Photo-to-Caricature Translation based on
  Auto-distortion","['Yuhe Ding', 'Xin Ma', 'Mandi Luo', 'Aihua Zheng', 'Ran He']",arXiv:2011.04965
http://arxiv.org/abs/2011.04280v1,2020-11-09T09:53:03Z,"Sketch-Inspector: a Deep Mixture Model for High-Quality Sketch
  Generation of Cats","['Yunkui Pang', 'Zhiqing Pan', 'Ruiyang Sun', 'Shuchong Wang']",arXiv:2011.04280
http://arxiv.org/abs/2011.03479v1,2020-11-06T17:18:14Z,Massively Parallel Graph Drawing and Representation Learning,"['Christian Böhm', 'Claudia Plant']",arXiv:2011.03479
http://arxiv.org/abs/2011.00748v1,2020-11-02T05:00:14Z,Interpreting Graph Drawing with Multi-Agent Reinforcement Learning,"['Ilkin Safarli', 'Youjia Zhou', 'Bei Wang']",arXiv:2011.00748
http://arxiv.org/abs/2010.05655v1,2020-10-12T12:51:02Z,Intuitive Facial Animation Editing Based On A Generative RNN Framework,"['Eloïse Berson', 'Catherine Soladié', 'Nicolas Stoiber']",arXiv:2010.05655
http://arxiv.org/abs/2010.05047v1,2020-10-10T17:29:38Z,"Drawing with AI -- Exploring Collaborative Inking Experiences Based on
  Mid-air Pointing and Reinforcement Learning","['Franziska Geiger', 'Michelle Martin', 'Monika Pichlmair', 'Ilhan Aslan', 'Hannes Ritschel', 'Björn Bittner', 'Elisabeth André']",arXiv:2010.05047
http://arxiv.org/abs/2010.04413v1,2020-10-09T07:50:56Z,"A deep learning based interactive sketching system for fashion images
  design","['Yao Li', 'Xianggang Yu', 'Xiaoguang Han', 'Nianjuan Jiang', 'Kui Jia', 'Jiangbo Lu']",arXiv:2010.04413
http://arxiv.org/abs/2010.03997v1,2020-10-07T13:28:13Z,Unconstrained Text Detection in Manga,"['Julián Del Gobbo', 'Rosana Matuk Herrera']",arXiv:2010.03997
http://arxiv.org/abs/2010.01549v2,2020-10-04T11:31:21Z,Static and Animated 3D Scene Generation from Free-form Text Descriptions,"['Faria Huq', 'Nafees Ahmed', 'Anindya Iqbal']",arXiv:2010.01549
http://arxiv.org/abs/2010.00246v1,2020-10-01T08:14:32Z,CariMe: Unpaired Caricature Generation with Multiple Exaggerations,"['Zheng Gu', 'Chuanqi Dong', 'Jing Huo', 'Wenbin Li', 'Yang Gao']",arXiv:2010.00246
http://arxiv.org/abs/2009.13144v1,2020-09-28T08:50:18Z,"Segmentation and Analysis of a Sketched Truss Frame Using Morphological
  Image Processing Techniques","['Mirsalar Kamari', 'Oguz Gunes']",arXiv:2009.13144
http://arxiv.org/abs/2009.11835v1,2020-09-24T17:32:57Z,Sketch-based community detection in evolving networks,"['Andre Beckus', 'George K. Atia']",arXiv:2009.11835
http://arxiv.org/abs/2009.08679v1,2020-09-18T08:15:55Z,Face Sketch Synthesis with Style Transfer using Pyramid Column Feature,"['Chaofeng Chen', 'Xiao Tan', 'Kwan-Yee K. Wong']",arXiv:2009.08679
http://arxiv.org/abs/2009.08273v1,2020-09-14T12:53:03Z,When compressive learning fails: blame the decoder or the sketch?,"['Vincent Schellekens', 'Laurent Jacques']",arXiv:2009.08273
http://arxiv.org/abs/2009.05252v1,2020-09-11T06:49:28Z,"Novel and Effective CNN-Based Binarization for Historically Degraded
  As-built Drawing Maps","['Kuo-Liang Chung', 'De-Wei Hsieh']",arXiv:2009.05252
http://arxiv.org/abs/2009.04042v1,2020-09-09T00:16:51Z,Unconstrained Text Detection in Manga: a New Dataset and Baseline,"['Julián Del Gobbo', 'Rosana Matuk Herrera']",arXiv:2009.04042
http://arxiv.org/abs/2009.02715v2,2020-09-06T11:52:17Z,"DeePSD: Automatic Deep Skinning And Pose Space Deformation For 3D
  Garment Animation","['Hugo Bertiche', 'Meysam Madadi', 'Emilio Tylson', 'Sergio Escalera']",arXiv:2009.02715
http://arxiv.org/abs/2009.02216v1,2020-09-04T14:20:46Z,SketchPatch: Sketch Stylization via Seamless Patch-level Synthesis,"['Noa Fish', 'Lilach Perry', 'Amit Bermano', 'Daniel Cohen-Or']",arXiv:2009.02216
http://arxiv.org/abs/2009.00261v1,2020-09-01T06:28:09Z,SketchOpt: Sketch-based Parametric Model Retrieval for Generative Design,"['Mohammad Keshavarzi', 'Clayton Hutson', 'Chin-Yi Cheng', 'Mehdi Nourbakhsh', 'Michael Bergin', 'Mohammad Rahmani Asl']",arXiv:2009.00261
http://arxiv.org/abs/2008.13343v1,2020-08-31T03:35:21Z,DeepFacePencil: Creating Face Images from Freehand Sketches,"['Yuhang Li', 'Xuejin Chen', 'Binxin Yang', 'Zihan Chen', 'Zhihua Cheng', 'Zheng-Jun Zha']",arXiv:2008.13343
http://arxiv.org/abs/2009.04806v4,2020-08-27T16:43:28Z,SketchEmbedNet: Learning Novel Concepts by Imitating Drawings,"['Alexander Wang', 'Mengye Ren', 'Richard S. Zemel']",arXiv:2009.04806
http://arxiv.org/abs/2008.12606v1,2020-08-27T08:59:44Z,"Deep Spatial Transformation for Pose-Guided Person Image Generation and
  Animation","['Yurui Ren', 'Ge Li', 'Shan Liu', 'Thomas H. Li']",arXiv:2008.12606
http://arxiv.org/abs/2008.11479v1,2020-08-26T10:34:46Z,"Anime-to-Real Clothing: Cosplay Costume Generation via Image-to-Image
  Translation","['Koya Tango', 'Marie Katsurai', 'Hayato Maki', 'Ryosuke Goto']",arXiv:2008.11479
http://arxiv.org/abs/2008.10583v2,2020-08-24T17:47:52Z,Layered Drawing of Undirected Graphs with Generalized Port Constraints,"['Julian Walter', 'Johannes Zink', 'Joachim Baumeister', 'Alexander Wolff']",arXiv:2008.10583
http://arxiv.org/abs/2008.09692v1,2020-08-21T22:03:03Z,Coloring Drawings of Graphs,"['Christoph Hertrich', 'Felix Schröder', 'Raphael Steiner']",arXiv:2008.09692
http://arxiv.org/abs/2008.08827v1,2020-08-20T08:07:04Z,Plane Spanning Trees in Edge-Colored Simple Drawings of $K_n$,"['Oswin Aichholzer', 'Michael Hoffmann', 'Johannes Obenaus', 'Rosna Paul', 'Daniel Perz', 'Nadja Seiferth', 'Birgit Vogtenhuber', 'Alexandra Weinberger']",arXiv:2008.08827
http://arxiv.org/abs/2008.05225v1,2020-08-12T10:51:24Z,"A Zero-Shot Sketch-based Inter-Modal Object Retrieval Scheme for Remote
  Sensing Images","['Ushasi Chaudhuri', 'Biplab Banerjee', 'Avik Bhattacharya', 'Mihai Datcu']",arXiv:2008.05225
http://arxiv.org/abs/2008.05090v2,2020-08-12T03:41:49Z,Learning to Caricature via Semantic Shape Transform,"['Wenqing Chu', 'Wei-Chih Hung', 'Yi-Hsuan Tsai', 'Yu-Ting Chang', 'Yijun Li', 'Deng Cai', 'Ming-Hsuan Yang']",arXiv:2008.05090
http://arxiv.org/abs/2008.04975v1,2020-08-11T19:22:48Z,"FedSKETCH: Communication-Efficient and Private Federated Learning via
  Sketching","['Farzin Haddadpour', 'Belhal Karimi', 'Ping Li', 'Xiaoyun Li']",arXiv:2008.04975
http://arxiv.org/abs/2008.04270v1,2020-08-10T17:10:29Z,Sketching semidefinite programs for faster clustering,"['Dustin G. Mixon', 'Kaiying Xie']",arXiv:2008.04270
http://arxiv.org/abs/2008.04149v2,2020-08-10T14:22:04Z,Deep Sketch-guided Cartoon Video Inbetweening,"['Xiaoyu Li', 'Bo Zhang', 'Jing Liao', 'Pedro V. Sander']",arXiv:2008.04149
http://arxiv.org/abs/2008.03834v1,2020-08-09T23:14:16Z,"Dual In-painting Model for Unsupervised Gaze Correction and Animation in
  the Wild","['Jichao Zhang', 'Jingjing Chen', 'Hao Tang', 'Wei Wang', 'Yan Yan', 'Enver Sangineto', 'Nicu Sebe']",arXiv:2008.03834
